Target Distance:50, Step size:1
3200: (x,y)=(-37.0362,-4.27297)
3201: (x,y)=(-36.3934,-5.03902)
3202: (x,y)=(-35.6863,-5.74612)
3203: (x,y)=(-35.3607,-4.80061)
3204: (x,y)=(-35.2215,-5.79087)
3205: (x,y)=(-35.2739,-6.7895)
3206: (x,y)=(-34.274,-6.77205)
3207: (x,y)=(-35.1876,-7.17879)
3208: (x,y)=(-34.195,-7.30066)
3209: (x,y)=(-34.3687,-6.31585)
3210: (x,y)=(-35.1977,-6.87504)
3211: (x,y)=(-34.21,-6.71861)
3212: (x,y)=(-33.444,-7.3614)
3213: (x,y)=(-34.253,-6.77361)
3214: (x,y)=(-35.0516,-7.37543)
3215: (x,y)=(-34.8437,-6.39728)
3216: (x,y)=(-35.0856,-7.36757)
3217: (x,y)=(-36.0367,-7.67659)
3218: (x,y)=(-35.0442,-7.79846)
3219: (x,y)=(-34.8022,-8.76876)
3220: (x,y)=(-35.7968,-8.66423)
3221: (x,y)=(-35.1021,-7.94489)
3222: (x,y)=(-35.8681,-7.3021)
3223: (x,y)=(-36.4975,-8.07925)
3224: (x,y)=(-36.4975,-7.07925)
3225: (x,y)=(-37.3721,-6.59444)
3226: (x,y)=(-37.1302,-5.62414)
3227: (x,y)=(-37.8373,-4.91703)
3228: (x,y)=(-38.6944,-4.402)
3229: (x,y)=(-37.8284,-4.902)
3230: (x,y)=(-38.7795,-5.21101)
3231: (x,y)=(-39.6275,-5.74093)
3232: (x,y)=(-38.7703,-6.25597)
3233: (x,y)=(-37.8,-6.01405)
3234: (x,y)=(-37.8175,-7.0139)
3235: (x,y)=(-37.5085,-7.96495)
3236: (x,y)=(-38.1378,-7.18781)
3237: (x,y)=(-38.3457,-6.20966)
3238: (x,y)=(-37.5471,-5.60784)
3239: (x,y)=(-38.5287,-5.41703)
3240: (x,y)=(-39.2358,-6.12414)
3241: (x,y)=(-40.1188,-6.59361)
3242: (x,y)=(-40.4278,-5.64256)
3243: (x,y)=(-40.358,-4.64499)
3244: (x,y)=(-39.5809,-4.01567)
3245: (x,y)=(-38.9117,-3.27253)
3246: (x,y)=(-38.842,-2.27496)
3247: (x,y)=(-38.6341,-3.25311)
3248: (x,y)=(-38.3417,-2.29681)
3249: (x,y)=(-38.6507,-1.34575)
3250: (x,y)=(-38.7553,-2.34027)
3251: (x,y)=(-37.9781,-1.71095)
3252: (x,y)=(-37.0576,-2.10168)
3253: (x,y)=(-36.0917,-2.3605)
3254: (x,y)=(-35.8498,-3.3308)
3255: (x,y)=(-35.0617,-2.71514)
3256: (x,y)=(-35.5768,-3.5723)
3257: (x,y)=(-34.8336,-4.24143)
3258: (x,y)=(-33.8773,-4.5338)
3259: (x,y)=(-33.3773,-5.39983)
3260: (x,y)=(-34.0334,-6.15454)
3261: (x,y)=(-34.967,-5.79617)
3262: (x,y)=(-35.9067,-5.45415)
3263: (x,y)=(-36.877,-5.21223)
3264: (x,y)=(-36.5846,-4.25593)
3265: (x,y)=(-36.9102,-3.31041)
3266: (x,y)=(-37.91,-3.29295)
3267: (x,y)=(-38.2846,-4.22014)
3268: (x,y)=(-39.1136,-4.77933)
3269: (x,y)=(-39.8797,-4.13654)
3270: (x,y)=(-39.9146,-5.13593)
3271: (x,y)=(-39.2199,-5.85527)
3272: (x,y)=(-38.7199,-4.98925)
3273: (x,y)=(-37.9886,-5.67125)
3274: (x,y)=(-37.0227,-5.41243)
3275: (x,y)=(-37.3482,-4.46691)
3276: (x,y)=(-37.833,-5.34153)
3277: (x,y)=(-37.1259,-4.63442)
3278: (x,y)=(-37.0736,-3.63579)
3279: (x,y)=(-37.9799,-4.05841)
3280: (x,y)=(-37.2139,-4.7012)
3281: (x,y)=(-36.4707,-5.37033)
3282: (x,y)=(-35.6417,-5.92952)
3283: (x,y)=(-36.3488,-5.22242)
3284: (x,y)=(-35.4283,-5.61315)
3285: (x,y)=(-34.9283,-4.74712)
3286: (x,y)=(-34.4435,-3.8725)
3287: (x,y)=(-34.4784,-2.87311)
3288: (x,y)=(-35.2975,-2.29953)
3289: (x,y)=(-36.2038,-1.87692)
3290: (x,y)=(-36.873,-1.13377)
3291: (x,y)=(-37.0121,-2.12404)
3292: (x,y)=(-37.3211,-1.17298)
3293: (x,y)=(-37.6795,-0.239402)
3294: (x,y)=(-38.1179,0.659392)
3295: (x,y)=(-37.2269,1.11338)
3296: (x,y)=(-36.2366,1.25256)
3297: (x,y)=(-36.6906,0.361549)
3298: (x,y)=(-37.2642,-0.457603)
3299: (x,y)=(-36.4981,-1.10039)
3300: (x,y)=(-35.6152,-0.630919)
3301: (x,y)=(-34.8272,-0.0152576)
3302: (x,y)=(-35.7101,-0.484729)
3303: (x,y)=(-36.0847,-1.41191)
3304: (x,y)=(-36.4593,-2.3391)
3305: (x,y)=(-37.2365,-2.96842)
3306: (x,y)=(-36.9109,-2.0229)
3307: (x,y)=(-36.1796,-2.7049)
3308: (x,y)=(-36.8867,-1.99779)
3309: (x,y)=(-36.9738,-2.99398)
3310: (x,y)=(-37.8484,-2.50918)
3311: (x,y)=(-36.9496,-2.94755)
3312: (x,y)=(-37.9007,-2.63853)
3313: (x,y)=(-37.0261,-3.12334)
3314: (x,y)=(-37.9771,-2.81432)
3315: (x,y)=(-38.9043,-3.18893)
3316: (x,y)=(-38.852,-2.1903)
3317: (x,y)=(-38.17,-1.45895)
3318: (x,y)=(-38.0828,-0.462751)
3319: (x,y)=(-38.86,-1.09207)
3320: (x,y)=(-39.7872,-1.46668)
3321: (x,y)=(-40.7484,-1.74232)
3322: (x,y)=(-41.4431,-2.46165)
3323: (x,y)=(-40.9736,-1.57871)
3324: (x,y)=(-40.1076,-2.07871)
3325: (x,y)=(-40.6076,-2.94473)
3326: (x,y)=(-41.3022,-3.66407)
3327: (x,y)=(-40.3687,-4.02244)
3328: (x,y)=(-41.3084,-4.36446)
3329: (x,y)=(-41.8084,-3.49844)
3330: (x,y)=(-42.8077,-3.53333)
3331: (x,y)=(-43.3077,-2.66731)
3332: (x,y)=(-42.7059,-3.46594)
3333: (x,y)=(-41.9073,-2.86413)
3334: (x,y)=(-42.8409,-2.50576)
3335: (x,y)=(-42.2116,-1.72862)
3336: (x,y)=(-42.4535,-0.75832)
3337: (x,y)=(-42.8761,0.147988)
3338: (x,y)=(-42.1568,-0.546671)
3339: (x,y)=(-43.1311,-0.32172)
3340: (x,y)=(-44.1287,-0.251963)
3341: (x,y)=(-43.6592,-1.13491)
3342: (x,y)=(-43.2685,-2.05542)
3343: (x,y)=(-44.1673,-2.49379)
3344: (x,y)=(-45.0419,-2.9786)
3345: (x,y)=(-44.2129,-2.4194)
3346: (x,y)=(-43.2618,-2.72842)
3347: (x,y)=(-44.2594,-2.79818)
3348: (x,y)=(-43.6166,-2.03213)
3349: (x,y)=(-43.6689,-3.03076)
3350: (x,y)=(-42.7179,-3.33978)
3351: (x,y)=(-41.8987,-2.7662)
3352: (x,y)=(-41.3541,-1.92753)
3353: (x,y)=(-40.8693,-2.80215)
3354: (x,y)=(-40.9738,-3.79667)
3355: (x,y)=(-39.9956,-3.58876)
3356: (x,y)=(-40.9738,-3.79667)
3357: (x,y)=(-40.7319,-2.82638)
3358: (x,y)=(-39.7659,-3.0852)
3359: (x,y)=(-38.9468,-3.65877)
3360: (x,y)=(-37.9565,-3.5196)
3361: (x,y)=(-38.9128,-3.81197)
3362: (x,y)=(-38.0299,-3.3425)
3363: (x,y)=(-38.0124,-4.34235)
3364: (x,y)=(-38.7785,-3.69956)
3365: (x,y)=(-39.724,-4.02513)
3366: (x,y)=(-40.4671,-3.356)
3367: (x,y)=(-40.2592,-4.33415)
3368: (x,y)=(-39.2933,-4.59296)
3369: (x,y)=(-39.7473,-5.48397)
3370: (x,y)=(-39.0041,-6.1531)
3371: (x,y)=(-39.6469,-5.38706)
3372: (x,y)=(-39.5424,-6.38158)
3373: (x,y)=(-38.6152,-6.75619)
3374: (x,y)=(-39.3346,-7.45084)
3375: (x,y)=(-40.3346,-7.45084)
3376: (x,y)=(-39.389,-7.77641)
3377: (x,y)=(-39.1641,-6.80204)
3378: (x,y)=(-38.7257,-7.70084)
3379: (x,y)=(-38.0311,-8.42018)
3380: (x,y)=(-38.6738,-7.65413)
3381: (x,y)=(-39.5726,-8.0925)
3382: (x,y)=(-40.5672,-7.98797)
3383: (x,y)=(-39.6336,-8.34634)
3384: (x,y)=(-39.5812,-7.34771)
3385: (x,y)=(-38.5814,-7.36517)
3386: (x,y)=(-38.9398,-6.43158)
3387: (x,y)=(-38.0826,-5.91655)
3388: (x,y)=(-38.8373,-6.57261)
3389: (x,y)=(-38.6981,-5.58234)
3390: (x,y)=(-38.4225,-4.62108)
3391: (x,y)=(-38.2661,-3.63339)
3392: (x,y)=(-39.2636,-3.56363)
3393: (x,y)=(-39.983,-4.25829)
3394: (x,y)=(-39.1,-3.78882)
3395: (x,y)=(-39.1,-4.78882)
3396: (x,y)=(-39.5068,-5.70236)
3397: (x,y)=(-39.8488,-4.76267)
3398: (x,y)=(-40.3336,-5.63729)
3399: (x,y)=(-41.2899,-5.92966)
3400: (x,y)=(-41.3073,-6.92951)
3401: (x,y)=(-42.1554,-6.39959)
3402: (x,y)=(-42.4644,-7.35065)
3403: (x,y)=(-42.308,-8.33834)
3404: (x,y)=(-43.2643,-8.04596)
3405: (x,y)=(-42.7051,-7.21693)
3406: (x,y)=(-43.3344,-6.43978)
3407: (x,y)=(-42.6783,-5.68507)
3408: (x,y)=(-42.0627,-4.89706)
3409: (x,y)=(-41.5476,-4.03989)
3410: (x,y)=(-40.7929,-3.38383)
3411: (x,y)=(-40.2337,-2.5548)
3412: (x,y)=(-39.6746,-1.72576)
3413: (x,y)=(-40.0166,-2.66545)
3414: (x,y)=(-39.8087,-1.6873)
3415: (x,y)=(-39.9823,-2.67211)
3416: (x,y)=(-39.8952,-3.66831)
3417: (x,y)=(-39.336,-4.49734)
3418: (x,y)=(-39.1795,-5.48503)
3419: (x,y)=(-38.266,-5.89177)
3420: (x,y)=(-37.5113,-5.23571)
3421: (x,y)=(-38.2184,-5.94282)
3422: (x,y)=(-39.0064,-5.32715)
3423: (x,y)=(-39.8255,-4.75358)
3424: (x,y)=(-39.0708,-4.09752)
3425: (x,y)=(-38.0714,-4.06262)
3426: (x,y)=(-37.1651,-4.48524)
3427: (x,y)=(-37.2,-5.48463)
3428: (x,y)=(-36.7774,-4.57832)
3429: (x,y)=(-36.4684,-5.52938)
3430: (x,y)=(-36.0938,-6.45656)
3431: (x,y)=(-36.5164,-7.36287)
3432: (x,y)=(-37.3736,-7.87791)
3433: (x,y)=(-38.0807,-7.1708)
3434: (x,y)=(-38.8,-7.86546)
3435: (x,y)=(-38.9392,-8.85573)
3436: (x,y)=(-38.5972,-7.91603)
3437: (x,y)=(-38.0972,-7.05001)
3438: (x,y)=(-38.7128,-7.83802)
3439: (x,y)=(-38.111,-7.03938)
3440: (x,y)=(-37.9374,-8.02419)
3441: (x,y)=(-37.0544,-8.49366)
3442: (x,y)=(-37.7615,-9.20077)
3443: (x,y)=(-37.7092,-10.1994)
3444: (x,y)=(-37.1942,-9.34223)
3445: (x,y)=(-36.5514,-10.1083)
3446: (x,y)=(-36.4295,-11.1008)
3447: (x,y)=(-37.2955,-10.6008)
3448: (x,y)=(-37.452,-11.5885)
3449: (x,y)=(-37.244,-10.6104)
3450: (x,y)=(-36.935,-9.65931)
3451: (x,y)=(-35.9356,-9.69421)
3452: (x,y)=(-36.9016,-9.43539)
3453: (x,y)=(-36.1945,-10.1425)
3454: (x,y)=(-35.725,-11.0254)
3455: (x,y)=(-36.2696,-10.1868)
3456: (x,y)=(-35.2993,-10.4287)
3457: (x,y)=(-35.1948,-9.43417)
3458: (x,y)=(-34.9192,-10.3954)
3459: (x,y)=(-33.9344,-10.2218)
3460: (x,y)=(-33.6587,-11.183)
3461: (x,y)=(-32.6662,-11.0612)
3462: (x,y)=(-33.6587,-11.183)
3463: (x,y)=(-33.4508,-12.1612)
3464: (x,y)=(-34.3571,-11.7386)
3465: (x,y)=(-35.3565,-11.7037)
3466: (x,y)=(-36.2395,-12.1731)
3467: (x,y)=(-35.3123,-11.7985)
3468: (x,y)=(-34.8275,-10.9239)
3469: (x,y)=(-34.7577,-9.92636)
3470: (x,y)=(-35.6149,-9.41132)
3471: (x,y)=(-36.2442,-10.1885)
3472: (x,y)=(-37.0532,-9.60068)
3473: (x,y)=(-37.8622,-10.1885)
3474: (x,y)=(-37.1075,-10.8445)
3475: (x,y)=(-36.5776,-11.6926)
3476: (x,y)=(-37.5435,-11.9514)
3477: (x,y)=(-38.0586,-11.0942)
3478: (x,y)=(-37.113,-11.4198)
3479: (x,y)=(-37.0781,-10.4204)
3480: (x,y)=(-36.0836,-10.3159)
3481: (x,y)=(-35.4276,-9.56116)
3482: (x,y)=(-36.3186,-9.10717)
3483: (x,y)=(-37.1066,-9.72283)
3484: (x,y)=(-38.0882,-9.91364)
3485: (x,y)=(-37.1677,-9.52291)
3486: (x,y)=(-36.18,-9.36648)
3487: (x,y)=(-36.405,-8.39211)
3488: (x,y)=(-35.4594,-8.06654)
3489: (x,y)=(-34.5198,-8.40856)
3490: (x,y)=(-35.4653,-8.73413)
3491: (x,y)=(-35.5698,-9.72865)
3492: (x,y)=(-34.7608,-10.3164)
3493: (x,y)=(-35.6268,-10.8164)
3494: (x,y)=(-35.7832,-11.8041)
3495: (x,y)=(-35.2984,-12.6787)
3496: (x,y)=(-34.9564,-11.7391)
3497: (x,y)=(-34.8,-12.7267)
3498: (x,y)=(-34.9908,-11.7451)
3499: (x,y)=(-35.9884,-11.8149)
3500: (x,y)=(-34.989,-11.8498)
3501: (x,y)=(-35.1969,-10.8716)
3502: (x,y)=(-35.162,-11.871)
3503: (x,y)=(-34.162,-11.871)
3504: (x,y)=(-35.1497,-12.0274)
3505: (x,y)=(-35.6345,-11.1528)
3506: (x,y)=(-34.9274,-10.4457)
3507: (x,y)=(-35.8977,-10.2038)
3508: (x,y)=(-35.1205,-10.8331)
3509: (x,y)=(-34.2459,-10.3483)
3510: (x,y)=(-34.004,-11.3186)
3511: (x,y)=(-33.3093,-12.0379)
3512: (x,y)=(-34.2706,-12.3136)
3513: (x,y)=(-34.9777,-13.0207)
3514: (x,y)=(-33.9801,-13.0904)
3515: (x,y)=(-33.4801,-13.9565)
3516: (x,y)=(-33.8221,-14.8962)
3517: (x,y)=(-33.0908,-15.5782)
3518: (x,y)=(-33.5603,-16.4611)
3519: (x,y)=(-33.1535,-17.3747)
3520: (x,y)=(-34.0107,-16.8596)
3521: (x,y)=(-33.5107,-17.7256)
3522: (x,y)=(-33.1687,-18.6653)
3523: (x,y)=(-32.9098,-19.6313)
3524: (x,y)=(-33.5659,-18.8765)
3525: (x,y)=(-33.9405,-19.8037)
3526: (x,y)=(-34.7177,-20.4331)
3527: (x,y)=(-33.8114,-20.0104)
3528: (x,y)=(-33.7242,-21.0066)
3529: (x,y)=(-34.2834,-20.1776)
3530: (x,y)=(-33.4262,-19.6626)
3531: (x,y)=(-34.2034,-20.2919)
3532: (x,y)=(-34.1162,-21.2881)
3533: (x,y)=(-34.0117,-22.2826)
3534: (x,y)=(-33.0214,-22.1434)
3535: (x,y)=(-32.0337,-22.2999)
3536: (x,y)=(-32.5784,-23.1385)
3537: (x,y)=(-33.3975,-22.5649)
3538: (x,y)=(-33.5194,-21.5724)
3539: (x,y)=(-34.5188,-21.5375)
3540: (x,y)=(-35.078,-20.7085)
3541: (x,y)=(-36.0116,-21.0668)
3542: (x,y)=(-36.8687,-21.5819)
3543: (x,y)=(-36.7816,-20.5857)
3544: (x,y)=(-36.2516,-19.7376)
3545: (x,y)=(-35.5085,-20.4068)
3546: (x,y)=(-34.9349,-19.5876)
3547: (x,y)=(-35.1257,-20.5692)
3548: (x,y)=(-35.0386,-21.5654)
3549: (x,y)=(-35.8772,-22.1101)
3550: (x,y)=(-35.9121,-23.1095)
3551: (x,y)=(-35.3675,-23.9481)
3552: (x,y)=(-34.3677,-23.9656)
3553: (x,y)=(-34.5585,-24.9472)
3554: (x,y)=(-33.8765,-25.6786)
3555: (x,y)=(-32.9254,-25.3695)
3556: (x,y)=(-33.9131,-25.2131)
3557: (x,y)=(-33.0939,-24.6395)
3558: (x,y)=(-34.0938,-24.657)
3559: (x,y)=(-33.7192,-23.7298)
3560: (x,y)=(-32.7489,-23.9717)
3561: (x,y)=(-33.5876,-23.4271)
3562: (x,y)=(-32.9858,-22.6284)
3563: (x,y)=(-32.9509,-23.6278)
3564: (x,y)=(-31.9692,-23.437)
3565: (x,y)=(-32.0738,-24.4316)
3566: (x,y)=(-31.9346,-25.4218)
3567: (x,y)=(-32.3572,-26.3281)
3568: (x,y)=(-32.5136,-25.3404)
3569: (x,y)=(-31.9258,-24.5314)
3570: (x,y)=(-30.9862,-24.1894)
3571: (x,y)=(-31.3445,-25.123)
3572: (x,y)=(-32.1106,-24.4802)
3573: (x,y)=(-31.4812,-25.2573)
3574: (x,y)=(-31.1392,-26.197)
3575: (x,y)=(-31.741,-26.9957)
3576: (x,y)=(-31.8975,-27.9834)
3577: (x,y)=(-31.3383,-27.1543)
3578: (x,y)=(-30.6312,-27.8614)
3579: (x,y)=(-29.6386,-27.7396)
3580: (x,y)=(-28.6989,-27.3975)
3581: (x,y)=(-27.7784,-27.0068)
3582: (x,y)=(-28.5874,-26.419)
3583: (x,y)=(-29.2566,-27.1622)
3584: (x,y)=(-28.931,-28.1077)
3585: (x,y)=(-29.9286,-28.1774)
3586: (x,y)=(-29.8588,-29.175)
3587: (x,y)=(-29.271,-28.366)
3588: (x,y)=(-28.3375,-28.0076)
3589: (x,y)=(-28.3375,-27.0076)
3590: (x,y)=(-27.3388,-26.9553)
3591: (x,y)=(-26.6075,-26.2733)
3592: (x,y)=(-27.2766,-27.0164)
3593: (x,y)=(-27.5522,-26.0552)
3594: (x,y)=(-27.6568,-25.0606)
3595: (x,y)=(-27.4489,-24.0825)
3596: (x,y)=(-26.9189,-24.9305)
3597: (x,y)=(-26.2243,-25.6499)
3598: (x,y)=(-26.294,-26.6475)
3599: (x,y)=(-27.2684,-26.8724)
3600: (x,y)=(-27.0265,-27.8427)
3601: (x,y)=(-26.0993,-27.4681)
3602: (x,y)=(-25.6926,-28.3816)
3603: (x,y)=(-26.3617,-29.1248)
3604: (x,y)=(-25.607,-28.4687)
3605: (x,y)=(-26.2226,-29.2567)
3606: (x,y)=(-25.5666,-28.502)
3607: (x,y)=(-25.584,-29.5019)
3608: (x,y)=(-24.5842,-29.5193)
3609: (x,y)=(-24.2918,-30.4756)
3610: (x,y)=(-23.6358,-31.2303)
3611: (x,y)=(-24.5268,-30.7763)
3612: (x,y)=(-24.9651,-29.8776)
3613: (x,y)=(-25,-30.8769)
3614: (x,y)=(-24.0006,-30.9118)
3615: (x,y)=(-23.6586,-31.8515)
3616: (x,y)=(-23.9676,-32.8026)
3617: (x,y)=(-23.7427,-31.8282)
3618: (x,y)=(-23.5519,-30.8466)
3619: (x,y)=(-24.3399,-31.4623)
3620: (x,y)=(-24.8549,-30.6051)
3621: (x,y)=(-24.0563,-30.0033)
3622: (x,y)=(-23.0747,-30.1941)
3623: (x,y)=(-22.7326,-29.2544)
3624: (x,y)=(-23.7143,-29.4452)
3625: (x,y)=(-24.3703,-28.6905)
3626: (x,y)=(-23.414,-28.3981)
3627: (x,y)=(-22.4195,-28.2936)
3628: (x,y)=(-22.8421,-29.1999)
3629: (x,y)=(-23.6712,-28.6407)
3630: (x,y)=(-22.7882,-29.1102)
3631: (x,y)=(-23.3474,-28.2811)
3632: (x,y)=(-24.1354,-28.8968)
3633: (x,y)=(-24.7232,-29.7058)
3634: (x,y)=(-25.2531,-30.5539)
3635: (x,y)=(-25.4439,-31.5355)
3636: (x,y)=(-24.5042,-31.8775)
3637: (x,y)=(-24.3997,-30.883)
3638: (x,y)=(-25.3973,-30.9527)
3639: (x,y)=(-26.3676,-31.1947)
3640: (x,y)=(-26.3501,-32.1945)
3641: (x,y)=(-26.385,-31.1951)
3642: (x,y)=(-27.3727,-31.3516)
3643: (x,y)=(-28.3182,-31.026)
3644: (x,y)=(-27.9599,-31.9596)
3645: (x,y)=(-28.4293,-32.8425)
3646: (x,y)=(-27.8415,-32.0335)
3647: (x,y)=(-28.2642,-31.1272)
3648: (x,y)=(-29.0833,-31.7008)
3649: (x,y)=(-28.1628,-32.0915)
3650: (x,y)=(-28.1628,-33.0915)
3651: (x,y)=(-28.3192,-34.0792)
3652: (x,y)=(-27.3449,-33.8542)
3653: (x,y)=(-27.103,-32.8839)
3654: (x,y)=(-27.7457,-32.1179)
3655: (x,y)=(-26.9577,-31.5022)
3656: (x,y)=(-27.8238,-31.0022)
3657: (x,y)=(-27.1166,-30.2951)
3658: (x,y)=(-27.2558,-31.2854)
3659: (x,y)=(-26.6822,-30.4663)
3660: (x,y)=(-27.6639,-30.6571)
3661: (x,y)=(-27.3549,-29.706)
3662: (x,y)=(-28.2684,-30.1127)
3663: (x,y)=(-28.0434,-29.1384)
3664: (x,y)=(-27.2344,-28.5506)
3665: (x,y)=(-28.1174,-29.0201)
3666: (x,y)=(-29.0877,-28.7781)
3667: (x,y)=(-29.0005,-27.7819)
3668: (x,y)=(-28.1915,-28.3697)
3669: (x,y)=(-29.1891,-28.3)
3670: (x,y)=(-28.2619,-27.9254)
3671: (x,y)=(-28.969,-27.2183)
3672: (x,y)=(-28.8471,-28.2108)
3673: (x,y)=(-27.8728,-27.9858)
3674: (x,y)=(-26.8911,-27.795)
3675: (x,y)=(-27.8183,-27.4204)
3676: (x,y)=(-27.4116,-26.5069)
3677: (x,y)=(-28.4061,-26.6114)
3678: (x,y)=(-28.7968,-27.5319)
3679: (x,y)=(-29.793,-27.4448)
3680: (x,y)=(-30.3229,-26.5967)
3681: (x,y)=(-29.9483,-27.5239)
3682: (x,y)=(-30.9265,-27.7318)
3683: (x,y)=(-31.1684,-28.7021)
3684: (x,y)=(-31.9231,-28.0461)
3685: (x,y)=(-31.7667,-29.0337)
3686: (x,y)=(-32.7279,-28.7581)
3687: (x,y)=(-32.2431,-29.6327)
3688: (x,y)=(-31.2486,-29.5282)
3689: (x,y)=(-30.8102,-28.6294)
3690: (x,y)=(-31.0522,-27.6591)
3691: (x,y)=(-31.5968,-26.8204)
3692: (x,y)=(-31.2061,-27.7409)
3693: (x,y)=(-31.4984,-28.6972)
3694: (x,y)=(-30.5921,-28.2746)
3695: (x,y)=(-31.3468,-28.9307)
3696: (x,y)=(-32.1348,-29.5463)
3697: (x,y)=(-33.0684,-29.9047)
3698: (x,y)=(-33.1033,-30.9041)
3699: (x,y)=(-33.1208,-29.9043)
3700: (x,y)=(-33.8639,-29.2351)
3701: (x,y)=(-33.2346,-30.0123)
3702: (x,y)=(-32.6189,-29.2243)
3703: (x,y)=(-31.7998,-29.7978)
3704: (x,y)=(-32.1418,-30.7375)
3705: (x,y)=(-31.657,-31.6121)
3706: (x,y)=(-31.2663,-30.6916)
3707: (x,y)=(-32.1999,-31.05)
3708: (x,y)=(-32.6999,-31.916)
3709: (x,y)=(-33.6924,-31.7942)
3710: (x,y)=(-34.3744,-32.5255)
3711: (x,y)=(-33.4834,-32.9795)
3712: (x,y)=(-33.5008,-33.9794)
3713: (x,y)=(-33.0314,-33.0964)
3714: (x,y)=(-33.9449,-32.6897)
3715: (x,y)=(-34.8109,-33.1897)
3716: (x,y)=(-33.8261,-33.016)
3717: (x,y)=(-34.8109,-33.1897)
3718: (x,y)=(-34.8981,-34.1859)
3719: (x,y)=(-34.933,-35.1853)
3720: (x,y)=(-33.9453,-35.0288)
3721: (x,y)=(-33.5707,-34.1016)
3722: (x,y)=(-34.5652,-33.9971)
3723: (x,y)=(-34.5129,-32.9985)
3724: (x,y)=(-35.4788,-32.7397)
3725: (x,y)=(-34.5725,-33.1623)
3726: (x,y)=(-33.6389,-32.8039)
3727: (x,y)=(-34.405,-32.1611)
3728: (x,y)=(-35.3255,-31.7704)
3729: (x,y)=(-36.2527,-31.3958)
3730: (x,y)=(-36.0618,-32.3774)
3731: (x,y)=(-35.9573,-33.3719)
3732: (x,y)=(-36.1481,-32.3903)
3733: (x,y)=(-36.9673,-31.8167)
3734: (x,y)=(-37.4972,-30.9687)
3735: (x,y)=(-36.9972,-30.1027)
3736: (x,y)=(-37.0495,-29.104)
3737: (x,y)=(-37.4079,-28.1705)
3738: (x,y)=(-38.2651,-28.6855)
3739: (x,y)=(-37.5831,-29.4168)
3740: (x,y)=(-36.9538,-30.194)
3741: (x,y)=(-37.8993,-29.8684)
3742: (x,y)=(-37.7256,-28.8836)
3743: (x,y)=(-38.4688,-29.5527)
3744: (x,y)=(-39.1759,-30.2599)
3745: (x,y)=(-39.883,-29.5527)
3746: (x,y)=(-39.2673,-28.7647)
3747: (x,y)=(-39.1628,-27.7702)
3748: (x,y)=(-38.3338,-27.211)
3749: (x,y)=(-37.7602,-28.0302)
3750: (x,y)=(-37.0655,-28.7495)
3751: (x,y)=(-38.0358,-28.9914)
3752: (x,y)=(-37.1698,-28.4914)
3753: (x,y)=(-36.2493,-28.8822)
3754: (x,y)=(-36.4572,-29.8603)
3755: (x,y)=(-36.5095,-28.8617)
3756: (x,y)=(-36.184,-29.8072)
3757: (x,y)=(-37.1656,-29.998)
3758: (x,y)=(-38.0928,-29.6234)
3759: (x,y)=(-38.6946,-30.422)
3760: (x,y)=(-37.9753,-31.1167)
3761: (x,y)=(-37.2681,-30.4096)
3762: (x,y)=(-38.2558,-30.566)
3763: (x,y)=(-39.2302,-30.791)
3764: (x,y)=(-38.2847,-31.1165)
3765: (x,y)=(-38.0259,-32.0825)
3766: (x,y)=(-38.9656,-31.7404)
After 3767 steps,the subject has the following location:
(x,y)=(-38.9656,-31.7404)
or
(m,a)=(50.257,-129.165)
Average outward distance per step=0.0133414


Target Distance:50, Step size:2
0: (x,y)=(-1.93185,-0.517638)
1: (x,y)=(-0.0774839,0.231575)
2: (x,y)=(-1.0471,1.98081)
3: (x,y)=(-3.0471,1.98081)
4: (x,y)=(-3.22141,3.9732)
5: (x,y)=(-1.8321,2.53452)
6: (x,y)=(-1.24735,0.621915)
7: (x,y)=(0.665255,0.0371714)
8: (x,y)=(2.24128,-1.19415)
9: (x,y)=(1.92841,-3.16953)
10: (x,y)=(3.43783,-4.48165)
11: (x,y)=(5.33994,-5.09968)
12: (x,y)=(4.16437,-3.48165)
13: (x,y)=(5.16437,-1.7496)
14: (x,y)=(4.19475,-3.49883)
15: (x,y)=(4.19475,-5.49883)
16: (x,y)=(4.40381,-3.50979)
17: (x,y)=(5.68938,-5.04188)
18: (x,y)=(5.51507,-3.04949)
19: (x,y)=(6.57491,-1.35339)
20: (x,y)=(6.54,-3.35309)
21: (x,y)=(5.82327,-5.22025)
22: (x,y)=(5.27199,-7.14277)
23: (x,y)=(5.16732,-5.14551)
24: (x,y)=(7.05836,-5.79665)
25: (x,y)=(8.42236,-4.33394)
26: (x,y)=(7.42236,-6.06599)
27: (x,y)=(7.2133,-8.05504)
28: (x,y)=(7.52617,-6.07966)
29: (x,y)=(7.24782,-4.09913)
30: (x,y)=(7.28273,-2.09943)
31: (x,y)=(5.42836,-1.35022)
32: (x,y)=(5.32369,-3.34748)
33: (x,y)=(5.04534,-5.32801)
34: (x,y)=(5.56298,-7.25986)
35: (x,y)=(7.52623,-7.64148)
36: (x,y)=(5.61362,-7.05674)
37: (x,y)=(4.92958,-5.17735)
38: (x,y)=(3.16369,-6.1163)
39: (x,y)=(1.16856,-6.25581)
40: (x,y)=(-0.787735,-5.83999)
41: (x,y)=(-0.371912,-7.79628)
42: (x,y)=(-0.511425,-5.80115)
43: (x,y)=(1.35574,-6.51789)
44: (x,y)=(-0.607518,-6.89951)
